incremental_costs,incremental_qalys,icer_per_qaly,net_monetary_benefit
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
17062543.200212494,281.45045280572504,60623.61254039319,-15936741.388989594
